orte_verknuepfungenId,ortsId,verknuepfungsArtId,eintrag
1570,339,2,https://de.wikipedia.org/wiki/Jaidhof
1573,340,4,http://www.geonames.org/3074239/jevisovice.html
1574,340,3,https://goo.gl/maps/QeLmAnUYVQr
1575,340,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d20950.013462045332!2d15.971383886045643!3d48.97725114316571!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x470d542258a94d1d%3A0x400af0f66152920!2s671+53+Jevi%C5%A1ovice%2C+Tschechien!5e0!3m2!1sde!2sat!4v1516034210712"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1576,340,2,https://de.wikipedia.org/wiki/Jevi%C5%A1ovice
1577,343,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=704573946&INDEXSET=21
1578,343,1,http://d-nb.info/gnd/4470542-6
1579,343,4,http://www.geonames.org/3074462/jaromer.html
1580,343,3,https://goo.gl/maps/nu2F6Sfd1pF2
1581,343,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d40732.9126317846!2d15.890595525639974!3d50.35150430924387!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x470e7df464c530ed%3A0x400af0f66152500!2zSmFyb23Em8WZLCBUc2NoZWNoaWVu!5e0!3m2!1sde!2sat!4v1516035115504"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1582,343,2,https://de.wikipedia.org/wiki/Jarom%C4%9B%C5%99
1583,345,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=10227939X&INDEXSET=21
1584,345,1,http://d-nb.info/gnd/125901-5
1585,345,4,http://www.geonames.org/3097367/jawor.html
1586,345,3,https://goo.gl/maps/jhUpQRRJGm72
1587,345,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d40115.6283509281!2d16.150239630832964!3d51.06736375574391!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x470f05fcc139a0bb%3A0x9b7796b8966a6ce4!2sJawor%2C+Polen!5e0!3m2!1sde!2sat!4v1516105611095"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1588,345,2,https://de.wikipedia.org/wiki/Jawor
1591,346,4,http://www.geonames.org/2775105/jauring.html
1592,346,3,https://goo.gl/maps/U9hyodr9yDq
1593,346,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2693.134851803397!2d15.254465215785714!3d47.54570410017565!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4771fd5080ee11d5%3A0xe95578ffa81433d!2sJauring%2C+8623+Jauring!5e0!3m2!1sde!2sat!4v1516105966847"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1594,346,2,https://de.wikipedia.org/wiki/Jauring
1595,349,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=224063278&INDEXSET=21
1596,349,1,http://d-nb.info/gnd/4440310-0
1597,349,4,http://www.geonames.org/3074204/jicin.html
1598,349,3,https://goo.gl/maps/kABQEXWcf7C2
1599,349,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d40664.275056325016!2d15.341296126216935!3d50.431466519751304!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x470ea392be70d80b%3A0x400af0f661529d0!2zNTA2IDAxIEppxI3DrW4sIFRzY2hlY2hpZW4!5e0!3m2!1sde!2sat!4v1516109280013"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1600,349,2,https://de.wikipedia.org/wiki/Ji%C4%8D%C3%ADn
1601,351,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=707011205&INDEXSET=21
1602,351,1,http://d-nb.info/gnd/4811350-5
1603,351,4,http://www.geonames.org/2775031/josefsberg.html
1604,351,3,https://goo.gl/maps/YHYUGFVAzcU2
1605,351,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10713.28974736855!2d15.291245243383123!3d47.8333465215537!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x477205e7f5cae3d1%3A0x196d52a6e2dcc5bd!2sJosefsberg!5e0!3m2!1sde!2sat!4v1516114077157"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1606,351,2,https://de.wikipedia.org/wiki/Mitterbach_am_Erlaufsee
1607,352,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=470656212&INDEXSET=21
1608,352,1,http://d-nb.info/gnd/4800740-7
1609,352,4,http://www.geonames.org/2775022/judenau.html
1610,352,3,https://goo.gl/maps/5RPPZp3sJZ82
1611,352,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10619.703177590487!2d16.00131524357616!3d48.28504344628538!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d76876309e5c3%3A0x5e52365d255be318!2s3441+Judenau!5e0!3m2!1sde!2sat!4v1516114374661"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1612,352,2,https://de.wikipedia.org/wiki/Judenau-Baumgarten
1615,353,4,http://www.geonames.org/3061470/zidneves.html
1616,353,3,https://goo.gl/maps/nkTeYasgEXE2
1617,353,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d20337.779039135145!2d14.975753938593881!3d50.418328230975796!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x470eaad249035421%3A0xf2dcc51118d1e3!2s294+06+%C5%BDidn%C4%9Bves%2C+Tschechien!5e0!3m2!1sde!2sat!4v1516115343633"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1618,353,2,https://de.wikipedia.org/wiki/%C5%BDidn%C4%9Bves
1619,354,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=18659786X&INDEXSET=21
1620,354,1,http://d-nb.info/gnd/4381831-6
1621,354,4,http://www.geonames.org/3070544/mlada-boleslav.html
1622,354,3,https://goo.gl/maps/cgFTwaUeGhD2
1623,354,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d40674.8267959376!2d14.869590326128248!3d50.419179833506654!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x470955b7f465cb9f%3A0x400af0f661576a0!2s293+01+Jungbunzlau%2C+Tschechien!5e0!3m2!1sde!2sat!4v1516116783126"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1624,354,2,https://de.wikipedia.org/wiki/Mlad%C3%A1_Boleslav
1625,355,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=706905121&INDEXSET=21
1626,355,1,http://d-nb.info/gnd/4799740-0
1627,355,4,http://www.geonames.org/2777664/grosskadolz.html
1628,355,3,https://goo.gl/maps/mgk2bwXpCdu
1629,355,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10530.429843072483!2d16.176055243760548!3d48.71298332686297!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d4f89870dca67%3A0x84997cdad87db9a7!2s2062+Gro%C3%9Fkadolz!5e0!3m2!1sde!2sat!4v1516208113320"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1630,355,2,https://de.wikipedia.org/wiki/Seefeld-Kadolz
1633,356,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=1023123681&INDEXSET=21
1634,356,1,http://d-nb.info/gnd/1160000786
1637,360,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=254137938&INDEXSET=21
1638,360,1,http://d-nb.info/gnd/4527747-3
1639,360,4,http://www.geonames.org/2774776/kapelln.html
1640,360,3,https://goo.gl/maps/Lc3sG6ve6pz
1641,360,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10625.22140892825!2d15.747681043564764!3d48.2584980036695!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d82272b6a0851%3A0x24c7809985780459!2s3141+Kapelln+an+der+Perschling!5e0!3m2!1sde!2sat!4v1516209543096"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1642,360,2,https://de.wikipedia.org/wiki/Kapelln
1643,361,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=126501610&INDEXSET=21
1644,361,1,http://d-nb.info/gnd/4314399-4
1645,361,4,http://www.geonames.org/2774773/kapfenberg.html
1646,361,3,https://goo.gl/maps/chLiFe8tdjm
1647,361,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d43164.52929902222!2d15.242095655279737!3d47.45516770523172!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476e1e9942d36467%3A0xaff95e4f80d70107!2sKapfenberg!5e0!3m2!1sde!2sat!4v1516210141911"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1648,361,2,https://de.wikipedia.org/wiki/Kapfenberg
1649,363,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=104097124&INDEXSET=21
1650,363,1,http://d-nb.info/gnd/4300798-3
1651,363,4,http://www.geonames.org/2774704/karlstein.html
1652,363,3,https://goo.gl/maps/L4jFHnRoSrq
1653,363,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5247.30451378579!2d15.401216978399527!3d48.88390537231232!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4772ce91a251f2a3%3A0xab0991ba976b732a!2s3822+Karlstein+an+der+Thaya!5e0!3m2!1sde!2sat!4v1516211306072"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1654,363,2,https://de.wikipedia.org/wiki/Karlstein_an_der_Thaya
1655,364,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=706961900&INDEXSET=21
1656,364,1,http://d-nb.info/gnd/4805148-2
1657,364,4,http://www.geonames.org/2774703/karlstetten.html
1658,364,3,https://goo.gl/maps/W1BfWFRTZeM2
1659,364,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10624.999230756246!2d15.55761264356523!3d48.259567003372204!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47727e822108c09f%3A0x40097572de63890!2s3121+Karlstetten!5e0!3m2!1sde!2sat!4v1516287791609"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1660,364,2,https://de.wikipedia.org/wiki/Karlstetten
1661,366,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=704823861&INDEXSET=21
1662,366,1,http://d-nb.info/gnd/4514860-0
1663,366,4,http://www.geonames.org/2774641/kasten-bei-boeheimkirchen.html
1664,366,3,https://goo.gl/maps/UYrFAwD1vBD2
1665,366,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2661.7594836502058!2d15.778244165801766!3d48.1534419580345!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d84fff6686051%3A0xb37b6da5cc637aa1!2s3072+Kasten+bei+B%C3%B6heimkirchen!5e0!3m2!1sde!2sat!4v1516289108904"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1666,366,2,https://de.wikipedia.org/wiki/Kasten_bei_B%C3%B6heimkirchen
1667,368,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106271873&INDEXSET=21
1668,368,1,http://d-nb.info/gnd/4030060-2
1669,368,4,http://www.geonames.org/2892080/kaufbeuren.html
1670,368,3,https://goo.gl/maps/rPe1yrvKJFF2
1671,368,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d42813.44945094849!2d10.571135508209373!3d47.881413490590425!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x479c6b66ae1a0233%3A0x47552dbae54a1f16!2sKaufbeuren%2C+Deutschland!5e0!3m2!1sde!2sat!4v1516361742142"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1672,368,2,https://de.wikipedia.org/wiki/Kaufbeuren
1673,369,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=104208147&INDEXSET=21
1674,369,1,http://d-nb.info/gnd/4292230-6
1675,369,4,http://www.geonames.org/2774589/kautzen.html
1676,369,3,https://goo.gl/maps/NSkM2RC1qeN2
1677,369,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10484.860316889175!2d15.231509143854762!3d48.93034511593069!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4772d403d99dd7eb%3A0x40097572de63ce0!2s3851+Kautzen!5e0!3m2!1sde!2sat!4v1516362061832"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1678,369,2,https://de.wikipedia.org/wiki/Kautzen
1679,370,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106271377&INDEXSET=21
1680,370,1,http://d-nb.info/gnd/4030173-4
1681,370,4,http://www.geonames.org/2891834/kelheim.html
1682,370,3,https://goo.gl/maps/hL7qn5rRZvp
1683,370,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d83914.25142477108!2d11.811595559378969!3d48.90928842219439!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x479fb0aa71c1e4c9%3A0x536bf95ce202986b!2s93309+Kelheim%2C+Deutschland!5e0!3m2!1sde!2sat!4v1516362765212"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1684,370,2,https://de.wikipedia.org/wiki/Kelheim
1685,373,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=70691032X&INDEXSET=21
1686,373,1,http://d-nb.info/gnd/4800040-1
1687,373,4,http://www.geonames.org/2774443/kilb.html
1688,373,3,https://goo.gl/maps/nMP8j1NtkUN2
1689,373,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10657.855671927671!2d15.399742243497414!3d48.10128584734409!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4772710acf2056d9%3A0x690c2ce2763c601a!2s3233+Kilb!5e0!3m2!1sde!2sat!4v1516365385671"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1690,373,2,https://de.wikipedia.org/wiki/Kilb
1691,75,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106370189&INDEXSET=21
1692,75,1,http://d-nb.info/gnd/4008037-7
1693,75,4,http://www.geonames.org/2781520/braunau-am-inn.html
1694,75,3,https://goo.gl/maps/D5pghaXpCKn
1695,75,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d42517.98046398888!2d12.980450610677693!3d48.237931800414955!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4774349a704bc057%3A0x294e0e673cbc4ecb!2sBraunau+am+Inn!5e0!3m2!1sde!2sat!4v1516365678088"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1696,75,2,https://de.wikipedia.org/wiki/Braunau_am_Inn
1697,1019,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106022083&INDEXSET=21
1698,1019,1,http://d-nb.info/gnd/4089984-6
1699,1019,4,http://www.geonames.org/3078577/broumov.html
1700,1019,3,https://goo.gl/maps/Sv4Y8DVVA2R2
1701,1019,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d40518.30823035993!2d16.31144697744431!3d50.601211029558606!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x470e43176e2e1c53%3A0x587c8fc5c4fb2de3!2s550+01+Braunau%2C+Tschechien!5e0!3m2!1sde!2sat!4v1516366765187"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1702,1019,2,https://de.wikipedia.org/wiki/Broumov
1703,7,2,https://de.wikipedia.org/wiki/Aggsbach_Markt
1704,8,2,https://de.wikipedia.org/wiki/Sch%C3%B6nb%C3%BChel-Aggsbach
1706,20,4,http://www.geonames.org/3065263/stary-jicin.html
1707,688,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=704662426&INDEXSET=21
1708,688,1,http://d-nb.info/gnd/4483630-2
1709,688,4,http://www.geonames.org/2767834/ravelsbach.html
1710,688,3,https://goo.gl/maps/ogjYsXUqhMw
1711,688,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10564.172384870506!2d15.841252143582457!3d48.551567421992864!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d60343b9387c7%3A0x312b1427ae029094!2s3720+Ravelsbach!5e0!3m2!1sde!2sat!4v1517586018175"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1712,688,2,https://de.wikipedia.org/wiki/Ravelsbach
1713,635,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=226440990&INDEXSET=21
1714,635,1,http://d-nb.info/gnd/4449465-8
1715,635,4,http://www.geonames.org/3067870/polna.html
1716,635,3,https://goo.gl/maps/V3X4k8pU4hcreafH9
1717,635,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d41465.41229931334!2d15.703364818063125!3d49.49228401469192!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x470d0e550e74a459%3A0x86422115479ce1b8!2s588%2013%20Poln%C3%A1%2C%20Tschechien!5e0!3m2!1sde!2sat!4v1609837951137!5m2!1sde!2sat"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>"
1718,635,2,"https://de.wikipedia.org/wiki/Poln%C3%A1
"
1719,703,6,https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106186396&INDEXSET=21
1720,703,1,http://d-nb.info/gnd/4049630-2
1721,703,4,http://www.geonames.org/2767521/retz.html
1722,703,3,https://goo.gl/maps/Q2GAqSXAxvz
1723,703,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10520.90623819609!2d15.947628743672318!3d48.75846961412739!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d57fa913e66f3%3A0x40097572de62950!2s2070+Retz!5e0!3m2!1sde!2sat!4v1517771820596"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1724,703,2,https://de.wikipedia.org/wiki/Retz
1725,522,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=477125379&INDEXSET=21
1726,522,1,http://d-nb.info/gnd/4809987-9
1727,522,4,http://www.geonames.org/2606227/mitterretzbach.html
1728,522,3,https://goo.gl/maps/mEdSmjs2dmR2
1729,522,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10515.513273172912!2d15.965805243683516!3d48.784213256915805!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d562c2dd818d9%3A0x51b700e8bc2dd11c!2s2070+Mitterretzbach!5e0!3m2!1sde!2sat!4v1517772285587"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1730,522,2,https://de.wikipedia.org/wiki/Retzbach_(Nieder%C3%B6sterreich)
1731,704,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=477125344&INDEXSET=21
1732,704,1,http://d-nb.info/gnd/4809984-3
1733,704,4,http://www.geonames.org/7872891/retzbach.html
1734,704,3,https://goo.gl/maps/D4Jpv4v5KGM2
1735,704,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d42078.10224753775!2d15.970890612630281!3d48.76506132098125!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d57a8ca67124f%3A0x14a88dab55ad5fa4!2sGemeinde+Retzbach!5e0!3m2!1sde!2sat!4v1517772573025"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1736,704,2,https://de.wikipedia.org/wiki/Retzbach_(Nieder%C3%B6sterreich)
1737,871,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=707002087&INDEXSET=21
1738,871,1,http://d-nb.info/gnd/4809986-7
1739,871,4,http://www.geonames.org/2762687/unterretzbach.html
1740,871,3,https://goo.gl/maps/hfbquhjjWg82
1741,871,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10519.112498880702!2d15.994955243676056!3d48.76703326172872!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d57aff58e43ad%3A0xe089da7a90b446e7!2s2074+Unterretzbach!5e0!3m2!1sde!2sat!4v1517772982610"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1742,871,2,https://de.wikipedia.org/wiki/Retzbach_(Nieder%C3%B6sterreich)
1743,48,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106383817&INDEXSET=21
1744,48,1,http://d-nb.info/gnd/4004883-4
1745,48,4,http://www.geonames.org/2781940/baumgartenberg.html
1746,48,3,https://goo.gl/maps/8qWap3LVpjJ2
1747,48,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d42542.67422827498!2d14.718285558725684!3d48.20821193299616!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47724cd06010c433%3A0xf3660727438ed6eb!2sBaumgartenberg!5e0!3m2!1sde!2sat!4v1517776968525"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1748,48,2,https://de.wikipedia.org/wiki/Baumgartenberg
1749,489,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=248782045&INDEXSET=21
1750,489,1,http://d-nb.info/gnd/4514872-7
1751,489,4,http://www.geonames.org/7873016/maria-anzbach.html
1752,489,3,https://goo.gl/maps/Zn6udmunk3m
1753,489,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5319.213370590012!2d15.927289528298042!3d48.19492916874825!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d9c17e2f3a12f%3A0x40097572de638e0!2sMaria+Anzbach!5e0!3m2!1sde!2sat!4v1517783461826"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1754,489,2,https://de.wikipedia.org/wiki/Maria-Anzbach
1755,53,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d82236.13076939517!2d17.1367972846011!3d49.901073329328895!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x471223417497550b%3A0xc3ba3b639074f74a!2s793+44+Horn%C3%AD+M%C4%9Bsto%2C+Tschechien!5e0!3m2!1sde!2sat!4v1507571764284"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1756,53,2,https://de.wikipedia.org/wiki/Horn%C3%AD_M%C4%9Bsto
1757,65,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=703257021&INDEXSET=21
1758,65,1,http://d-nb.info/gnd/4280424-3
1759,65,4,http://www.geonames.org/2781669/blumau-an-der-wild.html
1760,65,3,https://goo.gl/maps/somb4t9t3KN2
1761,65,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10520.725338534034!2d15.442265343672698!3d48.75933331388548!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4772c713c588b021%3A0xec6047652073c35b!2s3762+Blumau+an+der+Wild!5e0!3m2!1sde!2sat!4v1518033823712"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1762,65,2,https://de.wikipedia.org/wiki/Ludweis-Aigen
1763,78,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106020439&INDEXSET=21
1764,78,1,http://d-nb.info/gnd/4090188-9
1765,78,4,http://www.geonames.org/2781371/bruck-an-der-mur.html
1766,78,3,https://goo.gl/maps/e68DfGZKAkK2
1767,78,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d43211.49789460884!2d15.26388065311499!3d47.397922767481376!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476e1f1e3105d135%3A0x7eb2a9a041c8180d!2s8600+Bruck+an+der+Mur!5e0!3m2!1sde!2sat!4v1518106920416"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1768,78,2,https://de.wikipedia.org/wiki/Bruck_an_der_Mur
1775,84,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106366793&INDEXSET=21
1776,84,1,http://d-nb.info/gnd/4008698-7
1777,84,4,http://www.geonames.org/3077916/ceske-budejovice.html
1778,84,3,https://goo.gl/maps/8Rt5VesjgkQ2
1779,84,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d83801.41081887261!2d14.420507704421864!3d48.97644397736246!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47734fb43a5f629b%3A0x400af0f6614de80!2sBudweis%2C+Tschechien!5e0!3m2!1sde!2sat!4v1518182134859"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1780,84,2,https://de.wikipedia.org/wiki/Budweis
1781,88,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=106364502&INDEXSET=21
1782,88,1,http://d-nb.info/gnd/4009130-2
1783,88,4,http://www.geonames.org/2941279/burghausen.html
1784,88,3,https://goo.gl/maps/SabT3dUh7tC2
1785,88,5,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d42579.88832052521!2d12.772511158413174!3d48.16339733210358!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4775d1df5b741437%3A0x41d25a40937b5b0!2sBurghausen%2C+Deutschland!5e0!3m2!1sde!2sat!4v1518186720095"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>"
1786,88,2,https://de.wikipedia.org/wiki/Burghausen
1787,90,6,http://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=196071097&INDEXSET=21
1788,90,1,http://d-nb.info/gnd/4406482-2
1789,90,4,http://www.geonames.org/2768236/purgstall.html
1790,90,3,https://goo.gl/maps/Me4QSViyvQr
