personen_literaturId,personenId,literatur
404,46185,"<span>Anton Tantner, Die Frag- und Kundschaftsämter in Prag und Brünn. 
Informationsvermittlung im frühneuzeitlichen Böhmen und Mähren, in: 
Folia Historica Bohemica 26/2 (2011) 479-506.<span style=""font-family: &quot;Times New Roman&quot;, serif;""></span></span>"
405,8615,"Johann Christian Lünig, Theatrum Ceremoniale Historico-Politicum, Bd. 2 (Leipzig 1720) 1575; Staats- und Standeskalender 1723, 242."
406,8600,"Karl Hofbauer, Die Wieden mit den Edelsitzen Conradswerd, Mühlfeld, 
Schaumburgerhof und dem Freigrunde Hungerbrunn (Wien 1863) 365; <span>Huchler, Bürgeraufnahmen, 366 (12. April 1717)</span>."
407,46242,"Kollmer, Familie Palm, 58, 181.<br>"
408,46253,"Raynaud, Savoyardische Einwanderungen, 155.<br>"
409,46150,"<span>Raynaud, Savoyardische Einwanderungen, 155.</span>"
410,46254,"<span><span>Raynaud, Savoyardische Einwanderungen, 160.</span></span>"
411,28324,"Huchler, Bürgeraufnahmen, 437 (Juli 1733; ""Krembsreitter"")<br>"
412,46410,"Huchler, Bürgeraufnahmen, 371.<br>"
413,8107,"Donabaum, Gehandeltes Wissen, 46; <span><span><span>Huchler, Bürgeraufnahmen, 418 (5. Juli 1723); </span></span></span><span><span><span>Gericke, Wiener Musikalienhandel, 58.<br></span></span></span>"
414,46498,"Huchler, Bürgeraufnahmen, 400.<br>"
415,8754,"Egon Komorzynski, Lessings Braut in Wien, in: Alt-Wiener Kalender für das Jahr 1925 [Wien 1925] 64-91, hier 68; <span><span>Karschulin, Seidenindustrie 2, 4.</span></span>"
416,16300,"<span>Egon Komorzynski, Lessings Braut in Wien, in: Alt-Wiener Kalender für das Jahr 1925 [Wien 1925] 64-91, hier 69; Dotter, Zwischen Oberitalien und Wien, 45; Mikoletzky, Schweizer Händler, 158f.</span>"
417,46527,"<span>Huchler, Bürgeraufnahmen, 419.</span>"
418,46293,"<span>Huchler, Bürgeraufnahmen, 325, 337 (""Thadeus Aichinger""). Ein Johann Aichinger, Handelsmann, wurde im April 1737 zum Wiener Bürger aufgenommen (ebd. 325).<br></span>"
419,16903,"<div>Grunwald, Oppenheimer, S. 202.</div>"
420,33187,"<span>David Kaufmann, Samson Wertheimer, der Oberhoffactor und Landesrabbiner, (1658-1724) und seine Kinder (Wien 1888); Max Grunwald, Samuel Oppenheimer und sein Kreis (Ein Kapitel aus der Finanzgeschichte Österreichs) (Quellen und Forschungen zur Geschichte der Juden in Deutsch-Österreich 5, Wien/Leipzig 1913)&nbsp; 217-251.<br></span>"
421,27714,"Huchler, Bürgeraufnahmen, 421 (Februar 1734)<br>"
422,13005,"Senfelder, Gottesacker, 252.<br>"
423,8489,"Senfelder, Gottesacker, 262, 266; Kaiserlicher (...) Staats= und Stands Calender (...) [1723] (Wien), 243; <span><span><span><span><span>Kühnert, Taufbuch, 106 (Patenschaft).</span></span></span></span></span>"
424,46698,"<div>Seibold, Wirtschaftlicher Erfolg, Bd. 1, 268-282; <span><span><span><span><span><span>Haemmerle, Hochzeitsbücher, 257, Nr. 3499; 267, Nr. 3669</span></span></span></span></span></span>.</div>"
