orte_literaturId,ortsId,literatur
168,1234,"Hans-Heinrich VANGEROW, Handel und Wandel auf der Donau von Ulm bis Wien. Augsburg und die schwäbischen Donau-, Iller- und Lechorte in den Jahren 1583 bis 1651. Zeitschrift des Historischen Vereins für Schwaben 105 (2013) 101–161."
169,1234,"Josef BÄRTLE, Die Illerflößerei. Ein Beitrag zur Heimatgeschichte und Volkskunde des Illertales (Illertissen 1932). "
170,1580,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 140."
171,1741,"Gerhard IMMLER, Art. Kempten, Fürstabtei: Territorium und Verwaltung, publiziert am 15.09.2009, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Kempten, Fürstabtei: Territorium und Verwaltung> (26.06.2019)."
172,1182,"Wolfgang PETZ, Art. Kempten, Reichsstadt, publiziert am 10.09.2012, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Kempten,_Reichsstadt> (26.06.2019).


"
173,1150,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
174,1228,"Peter BLICKLE, Historischer Atlas von Bayern, Teil Schwaben, Heft 4: Memmingen (München 1967)."
175,1228,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 559 (Reichlin von Meldegg)."
176,1790,"Karl FILSER, Die Rolle der Lech- und Illerflößerei im Handelsverkehr zwischen Tirol und Schwaben, in: Schwaben – Tirol [...] Bd. 2: Beiträge, hg. von Wolfram BAER–Pankraz FRIED (Rosenheim 1989) 233–239."
177,1790,"Josef BÄRTLE, Die Illerflößerei. Ein Beitrag zur Heimatgeschichte und Volkskunde des Illertales (Illertissen 1932). "
178,1790,"Wilhelm RAPP, Die Illerflösserei, in: Die Illerflösserei. Gesammelte Texte. Ein Beitrag zur Heimatgeschichte und Volkskunde des Illertales, hg. von Anton ZANKER (Norderstedt 2018 [Wiederabdruck verschiedener älterer Texte]) 217-219."
179,1225,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
180,1454,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 162 (Elchingen)."
181,1454,"Dietmar SCHIERSNER, Politik, Konfession und Kommunikation. Studien zur katholischen Konfessionalisierung der Markgrafschaft Burgau 1550-1650 (Colloquia Augustana 19, Berlin 2005) 19f."
182,1474,"Dietmar SCHIERSNER, Politik, Konfession und Kommunikation. Studien zur katholischen Konfessionalisierung der Markgrafschaft Burgau 1550-1650 (Colloquia Augustana 19, Berlin 2005) 19f."
183,690,"Zur Handels- und Wirtschaftsgeschichte R.s siehe die zahlreichen Titel in der Bibliographie der Projektseite ""Der Donauhandel"". "
184,887,"Erlefried SCHRÖCKENFUCHS, Das Eisenwesen von Waidhofen an der Ybbs bis zur Gegenreformation und die Gottsleichnamszeche (Diss. Univ. Wien 1966)."
185,111,"Karl WITHOLD, Art. Donauwörth, in: Bayern, hg. von Karl BOSL (Handbuch der Historischen Stätten Deutschlands 7, 2. Aufl. Stuttgart 1965) 147-149."
186,111,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 145."
187,1169,"Reinhard H. SEITZ, Schiffahrt und Flößerei auf der schwäbischen oberen Donau in der zweiten Hälfte des 18. Jahrhunderts, in: Schwäbische Blätter für Heimatpflege und Volksbildung 12/4 (1961) 99–110."
188,1183,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 285."
189,1183,"Markus NADLER, Art. Landstände Pfalz-Neuburgs, publiziert am 30.06.2015, in: Historisches Lexikon Bayerns, <http://www.historisches-lexikon-bayerns.de/Lexikon/Landstände Pfalz-Neuburgs> (5.08.2019)."
190,1029,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (6.08.2019)."
191,2084,"Adelbert MÜLLER, Die Donau vom Ursprunge bis zu den Mündungen. Zugleich ein Handbuch für Reisende, welche diesen Strom befahren, Theil 1: Die obere Donau (Regensburg 1839) 117."
192,597,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (6.08.2019)."
193,95,"Reinhard H. SEITZ, Schiffahrt und Flößerei auf der schwäbischen oberen Donau in der zweiten Hälfte des 18. Jahrhunderts, in: Schwäbische Blätter für Heimatpflege und Volksbildung 12/4 (1961) 99–110."
194,95,"Christoph TRÜMPI, Neuere Glarner-Chronick [...] (Glarus 1774)."
195,1748,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
196,1185,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
197,1108,"Max PIENDL, Art. Donaustauf, in: Bayern, hg. von Karl BOSL (Handbuch der Historischen Stätten Deutschlands 7 = Kröners Taschenausgabe 277, 2. Aufl., Stuttgart 1965) 145–147."
198,115,"Christian CRUSIUS (Hg.), Topographisches Post=Lexikon aller Ortschaften der k.k. Erbländer, Teil II Oesterreich, Bd. 1 A bis H (Wien 1799)."
199,1528,"J. M. BEITELROCK, Geschichte des Herzogthums Neuburg oder der jungen Pfalz, I. Abtheilung, Programm zum Schlusse des Studienjahres 1858-59 (Aschaffenburg 1859)."
200,1087,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
201,1740,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
202,1166,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
203,1205,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
204,1097,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
205,1097,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
206,1097,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
207,1740,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
208,1054,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
209,1053,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
210,1744,"Verhandlungen der Württembergischen Kammer der Abgeordneten in den Jahren 1862 bis 65, Beilagenbd. 1, Abt. 4 (Stuttgart 1865)."
211,1168,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau. Das Hochstift (München 1978)."
212,2116,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
213,1815,"Der treue Führer für Donau-Reisende, oder gedrängte Beschreibung der Ufergegenden, Städte, Schlösser und Orte von Regensburg bis Wien (Regensburg 1843)."
214,1227,"MEMMINGER (Hg.), Beschreibung des Oberamts Münsingen (Stuttgart-Tübingen 1825)."
215,1489,"Niklas Freiherr von SCHRENCK-NOTZING, Das Hochstift Freising und seine Beamten. Zur Genealogie der freisingischen Pfleger in den österreichischen Herrschaften 1550-1800, in: Zeitschrift für Bayerische Landesgeschichte 28 (1965) 190-258."
216,1797,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
217,1797,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 174."
218,1797,"Dieter ALBRECHT, Die Klostergerichte Benediktbeuern und Ettal (Historischer Atlas von Bayern, Teil Altbayern Heft 8, München 1952)."
219,151,"Dieter ALBRECHT, Die Klostergerichte Benediktbeuern und Ettal (Historischer Atlas von Bayern, Teil Altbayern Heft 8, München 1952)."
220,151,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
221,1646,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
222,153,"Ignaz Franz KEIBLINGER, Geschichte des Benedictiner=Stifts Melk in Niederösterreich, seiner Besitzungen und Umgebungen Bd. 2/II (Wien 1869)."
223,1161,"Mathias JUNGWIRTH–Gertrud HAIDVOGL–Severin HOHENSINNER–Herwig WAIDBACHER–Gerald ZAUNER, Österreichs Donau. Landschaft – Fisch – Geschichte (Wien 2014)."
224,1324,"I.H.D., Antiquarius des Donau=Stroms [...] (Frankfurt am Mayn 1785)."
225,1585,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Ergbd. (München-Berlin 1940)."
226,1155,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
227,1065,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
228,2124,"Karl Fr. HOHN, Der Regenkreis des Königreichs Bayern [...] (Stuttgart-Tübingen 1830)."
229,1294,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
230,1578,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
231,1683,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
232,1072,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
233,1682,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
234,1121,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
235,1116,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
236,1116,"Felix STIEVE, Der oberösterreichische Bauernaufstand der Jahres 1626, Bd. 2 (München, 2. Aufl. 1905)."
237,1118,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
238,1118,"D. Anton Friedrich BÜSCHING[S], Neuer Erdbeschreibung dritten Theils zweyter Band, welcher den schwäbischen, bayerischen, fränkischen und obersächsischen Kreis enthält (Hamburg, 3. Aufl. 1761)."
239,1078,"D. Anton Friedrich BÜSCHING[S], Neuer Erdbeschreibung dritten Theils zweyter Band, welcher den schwäbischen, bayerischen, fränkischen und obersächsischen Kreis enthält (Hamburg, 3. Aufl. 1761)."
240,1495,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
241,523,"D. Anton Friedrich BÜSCHING[S], Neuer Erdbeschreibung dritten Theils zweyter Band, welcher den schwäbischen, bayerischen, fränkischen und obersächsischen Kreis enthält (Hamburg, 3. Aufl. 1761)."
242,1124,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
243,1050,"Helmuth STAHLEDER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 33: Hochstift Freising (Freising, Ismaning, Burgrain) (München 1974)."
244,164,"V. REUTERER, Sicherheitszustand in Niederösterreich im J. 1721, in: Blätter des Vereines für Landeskunde von Niederösterreich 7 (1873) 60-66, 157-161, 211-218."
245,164,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 2 (Wien 1965)."
246,167,"Christian August BAHN, Historische Nachrichten [...] von Frankenberg und Sachsenburg [...] (Schneeberg 1755)."
247,168,"Alfred MARKS, Das Leinengewerbe und der Leinenhandel im Lande ob der Enns von den Anfängen bis in die Zeit Maria Theresias, in: Jahrbuch des Oberösterreichischen Musealvereins 95 (1950) 169–286."
248,1569,"Hans POHL–Monika POHLE (Hg.), Brücke zwischen den Völkern – Zur Geschichte der Frankfurter Messe 1: Frankfurt im Messenetz Europas – Erträge der Forschung (Frankfurt/Main 1991)."
249,1456,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
250,178,"Hertha AWECKER, Die Stadtwaage und das Waagamt in Freistadt, in: Freistädter Geschichtsblätter 3 (1952) 1–14."
251,178,"Ignaz MAADE, Freistadts Handelsgeschichte und Handelsleben, in: Jahresbericht des k. k. Staats-Gymnasiums zu Freistadt in Oberösterreich 11 (1881) 3–71; 12 (1882) 3–140; 13 (1883) 3–29."
252,178,"Andreas WOITSCH, Freistadt in Oberösterreich als wirtschaftliches Zentrum des Salz- und Sensenhandels (Dipl. Arbeit Wien 1993)."
253,1645,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
254,1231,"Peter ANREITER-Christian CHAPMAN-Gerhard RAMPL, Die Gemeindenamen Tirols. Herkunft und Bedeutung (Innsbruck 2009)."
255,1692,"W. v. RALLY, Die Donaureise von Regensburg bis Linz [...] (Wien 1840).
"
256,1692,"Carl PETERS, Die krystallinischen Schiefer und Massengesteine im nordwestlichen Theile von Oberösterreich, in: Jahrbuch der Geologischen Bundesanstalt 4 (1853) 231-264."
257,1692,"K.K. FINANZMINISTERIUM (Bearb.), Topographisches Post-Lexikon umfassend die Kronländer Oesterreich ob der Enns, Salzburg, Tirol mit Vorarlberg, Steiermark, Kärnthen, Krain, dann das Fürstenthum Liechtenstein (Wien 1861)."
258,1284,"W. v. RALLY, Die Donaureise von Regensburg bis Linz [...] (Wien 1840)."
259,1284,"Carl PETERS, Die krystallinischen Schiefer und Massengesteine im nordwestlichen Theile von Oberösterreich, in: Jahrbuch der Geologischen Bundesanstalt 4 (1853) 231-264."
260,1284,"K.K. FINANZMINISTERIUM (Bearb.), Topographisches Post-Lexikon umfassend die Kronländer Oesterreich ob der Enns, Salzburg, Tirol mit Vorarlberg, Steiermark, Kärnthen, Krain, dann das Fürstenthum Liechtenstein (Wien 1861)."
261,1564,"Das Königreich Bayern in seinen alterthümlichen, geschichtlichen, artistischen und malerischen Schönheiten [...], Bd. 3 (München 1854)."
262,1127,"Das Königreich Bayern in seinen alterthümlichen, geschichtlichen, artistischen und malerischen Schönheiten [...], Bd. 3 (München 1854)."
263,1127,"WALTL, Die Mineralien des bayerischen Waldes und der Umgebung von Passau in technischer Hinsicht betrachtet. Programm zum Jahresbericht der königlichen Kreis-Landwirtschafts- und Gewerbeschule zu Passau (1852/53)."
264,191,"Alfred MARKS, Das Leinengewerbe und der Leinenhandel im Lande ob der Enns von den Anfängen bis in die Zeit Maria Theresias, in: Jahrbuch des Oberösterreichischen Musealvereins 95 (1950) 169–286."
265,1750,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
266,1432,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
267,1405,"Oesterreichische National=Encyklopädie oder alphabetische Darlegung der wissenswürdigsten Eigenthümlichkeiten des österreichischen Kaiserthumes [...], Bd. 2 (Wien 1835)."
268,940,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 7 (Wien 1975) 142."
269,1172,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
270,201,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 2 (Wien 1965)."
271,1458,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
272,1575,"Wilhelm GÜNTHER, Von „Ybsbrockern“ und „Ybssamblern“ zur Ersten Salzburger Gipswerks-Gesellschaft Christian Moldan KG, in: Mitteilungen der Gesellschaft für Salzburger Landeskunde 127 (1987) 5-149, hier 10."
273,226,"Christian CRUSIUS (Hg.), Alphabetisches Haupt=Register aller in dem topographischen Post=Lexikon enthaltenen Ortschaften [...], Bd. 2 (Wien 1806)."
274,1278,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
275,238,"Fritz POPELKA, Geschichte der Stadt Graz, 2 Bde. (Graz 1928/1935)."
276,242,"Manfred BRANDL, Eine Auseinandersetzung zwischen den dreimärktischen Eisenhändlern und den 13 Großzerrennhammermeistern (1781-1792), in: Unsere Heimat 36 (1965) 171–176."
277,1628,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
278,2130,"Renate BLICKLE, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 19: Landgericht Griesbach (München 1970)."
279,2130,"Ilse LOUIS, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 31: Pfarrkirchen (München 1973)."
280,1528,"Manfred JEHLE, Parsberg, Herrschaft, publiziert am 27.05.2013; in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Parsberg, Herrschaft> (14.02.2020)."
281,2074,"Manfred JEHLE, Parsberg, Herrschaft, publiziert am 27.05.2013; in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Parsberg, Herrschaft> (14.02.2020)."
282,2074,"Markus NADLER, Landstände Pfalz-Neuburgs, publiziert am 30.06.2015; in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Landstände_Pfalz-Neuburgs> (14.02.2020)."
283,2114,"Markus NADLER, Landstände Pfalz-Neuburgs, publiziert am 30.06.2015; in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Landstände_Pfalz-Neuburgs> (14.02.2020)."
284,2053,"Adelheid KRAH, Fond: Kloster St. Salvator Urkunden (Prämonstratenser 1289-1756), monasterium.net, <https://www.monasterium.net/mom/DE-BayHStA/KUPassauStSalvator/fond#Klostergeschichte> (14.02.2020)."
285,2131,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
286,247,"Max VANSCA, Topographie von Niederösterreich 7 (Wien 1915)."
287,253,"Alfred MARKS, Das Leinengewerbe und der Leinenhandel im Lande ob der Enns von den Anfängen bis in die Zeit Maria Theresias, in: Jahrbuch des Oberösterreichischen Musealvereins 95 (1950) 169–286."
288,254,"Max VANSCA, Topographie von Niederösterreich 7 (Wien 1915)."
289,256,"Verein für Landeskunde von Niederösterreich (Hg.), Topographie von Niederösterreich 3 (Wien 1893)."
290,212,"Sándor SCHEIBER, Magyar-Zsidó Oklevéltár 10 (1150-1766) (1967)."
291,1751,"Walter ASPERNIG, Geschichte des Landgutes Hagen bei Linz, in: Historisches Jahrbuch der Stadt Linz 1971 (1972) 33–77."
292,1136,"Walter ASPERNIG, Geschichte des Landgutes Hagen bei Linz, in: Historisches Jahrbuch der Stadt Linz 1971 (1972) 33–77."
293,1310,"Ans. Andr. CAMMERER, Das Königreich Bayern in seiner gegenwärtigen Gestalt [...] (Kempten, 7. Aufl. 1834)."
294,271,"Helga NOFLATSCHER-POSCH, Die Jahrmärkte von Hall in Tirol. Ein Handelszentrum Tirols in der frühen Neuzeit (Hall in Tirol 1992)."
295,271,"Thomas Karl LEITER, Tirol und der Donauhandel um 1700 (Dipl. Arbeit Wien 2016)."
296,273,"Gerhard AMMERER, „Alles was sich rührt, beschäftigt sich mit Baumwolle stricken“. Bemerkungen zum Halleiner Wollverlag im 17. und 18. Jahrhundert, in: Salzburg Archiv 2 (1986) 173–177."
297,1153,"Emma MAGES, Historischer Atlas von Bayern, Teil Altbayern, Heft 64: Kelheim. Pfleggericht und Kastenvogtgericht (München 2010)."
298,288,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 3 (Wien 1970)."
299,288,"Verein für Landeskunde von Niederösterreich (Hg.), Topographie von Niederösterreich 4 (Wien 1896)."
300,1882,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 1 (Linz 1935)."
301,1829,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
302,294,"Faustin ENS, Ortsbeschreibungen der Fürstenthümer Jägerndorf und Neisse österreichischen Antheils und der Mährischen Enclaven im Troppauer Kreise (Wien 1837)."
303,295,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 3,1 (Wien 1970)."
304,298,"Friedrich ROSENKRANZ, Die Edelkastanie in Niederösterreich, in: Österreichische Botanische Zeitschrift 72. Jahrgang Nr. 11–12 (1923) 377–393."
305,1133,"This Michel FETZER, Aspekte toponymischer Volksetymologie. Das Beispiel des Kantons Bern (deutschsprachiger Teil) (Tübingen 2011)."
306,1087,"August R. von LOEHR, Beiträge zur Geschichte des mittelalterlichen Donauhandels, in: Oberbayerisches Archiv für vaterländische Geschichte 60 (1916) 155–262."
307,1357,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
308,1836,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
309,308,"Friedrich ROSENKRANZ, Die Edelkastanie in Niederösterreich, in: Österreichische Botanische Zeitschrift Jg. 72/Nr. 11–12 (1923) 377–393."
310,2145,"Eugen HARTMANN, Statistik des Königreiches Bayern (München 1866)."
311,1738,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
312,1101,"[BAYERLACHER], Kurze Beschreibung des königlich bayerischen Landgerichts Rosenheim und des gräflich Preysingischen Herrschafts-Gerichts Hohenaschau. Ein kleiner Beitrag zur vaterländischen Geographie (München 1841)."
313,1000,Wiener Schu= und Christenlehr=Almanach auf das Schuljahr 1780 (Wien 1780).
314,1368,"Johann Herkules HAID, Ulm mit seinem Gebiete (o.O. [Ulm] 1786)."
315,1230,"Johann Herkules HAID, Ulm mit seinem Gebiete (o.O. [Ulm] 1786)."
316,686,"Prof. BANDTKE, Polnische Lieder um Ohlau in Schlesien, in: Monatschrift von und für Schlesien (1829/1) 237-239."
317,1592,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
318,1592,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Ergänzungsband (München-Berlin [1940])."
319,1468,"Friedrich HEINZELMANN, Das deutsche Vaterland in Reisebildern und Skizzen [...] Bd. 4 (Leipzig 1860)."
320,1546,"Ludwig BITTNER, Das Eisenwesen in Innerberg-Eisenerz bis zur Gründung der Innerberger Hauptgewerkschaft. Archiv für Österreichische Geschichte 89 (1901) 453–646."
321,1546,"Erich LANDSTEINER, Die Krise der Innerberger Eisenproduktion an der Wende vom 16. zum 17. Jahrhundert: Versuch einer Neuinterpretation im Anschluss an Roman Sandgruber, in: Erfahrung der Moderne [...], hg. von Michael PAMMER et al. (Stuttgart 2007) 79–110."
322,1546,"Anton von PANTZ, Die Innerberger Hauptgewerkschaft 1625–1783 (Forschungen zur Verfassungs- und Verwaltungsgeschichte der Steiermark 6/2, Graz 1906)."
323,1546,"Roman SANDGRUBER, Die Innerberger Eisenproduktion in der Frühen Neuzeit, in: Österreichisches Montanwesen. Produktion, Verteilung, Sozialformen, hg. von Michael MITTERAUER–Peter FELDBAUER (Sozial- und Wirtschaftshistorische Studien, Wien 1974) 72–105."
324,336,"Wilfried REININGHAUS, Die Stadt Iserlohn und ihre Kaufleute (1700–1815) (Untersuchungen zur Wirtschafts-, Sozial- und Technikgeschichte 13, Dortmund 1995)."
325,344,"Franz RAFFELSPERGER (Hg.), Allgemeines geographisch-statistisches Lexikon aller Österreichischen Staaten [...] Bd. 5 (2. Aufl. Wien 1848)."
326,344,"Christian CRUSIUS (Hg.), Topographisches Post=Lexikon aller Ortschaften der k.k. Erbländer, Teil I Böhmen, Mähren und Schlesien, Bd. 1 A bis M (Wien 1798)."
327,347,"Genealogisch-historische Nachrichten von den allerneuesten Begebenheiten, welche sich an den Europäischen Höfen zugetragen [...] LXXXV. Teil (Leipzig 1746)."
328,347,"Verein für Landeskunde von Niederösterreich (Hg.), Topographie von Niederösterreich 4 (Wien 1896)."
329,2151,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
330,2151,"Wolfgang WÜST, Historischer Atlas von Bayern, Teil Schwaben, Heft 13: Günzburg (München 1983)."
331,1203,Reise auf der Donau von Ulm bis Wien [...] (Nördlingen 1813).
332,1203,"Emma MAGES, Historischer Atlas von Bayern, Teil Altbayern, Heft 64: Kelheim. Pfleggericht und Kastenvogtgericht (München 2010)."
333,361,"Vincenz Robert WIDIMSKY, Städtewappen des Österreichischen Kaiserstaates: II. Herzogtum Salzburg, III. Herzogtum Schlesien, IV. Herzogtum Steiermark (Wien 1864)."
334,2159,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
335,1579,"Friedrich ZAHN-Leonhard REISINGER, Statistik der deutschen Schulen im Regierungsbezirke der Oberpfalz und von Regensburg (Regensburg 1866)."
336,2160,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
337,1311,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Ergbd. (München-Berlin 1940)."
338,1485,"Michael KALTENBRUNNER, Pfarrgeschichte von Kirchberg a. d. Donau, in: Beiträge zur Landes- und Volkskunde des Mühlviertels 5 (1915) 36-42."
339,2164,"Franz SCHRÖCKENFUX, Geschichte der österreichischen Sensenwerke und deren Besitzer, hg. von Franz JOHN (Linz-Achern 1975)."
340,376,"Franz FISCHER, Die blauen Sensen. Sozial- und Wirtschaftsgeschichte der Sensenschmiedezunft zu Kirchdorf-Micheldorf bis zur Mitte des 18. Jahrhunderts (Forschungen zur Geschichte Oberösterreichs 9, Linz 1966)."
